Species,DR_tip_rate
Ribes_franchetii,0.017327645
Ribes_horridum,0.017327645
Ribes_pallidiflorum,0.017327645
Ribes_procumbens,0.017327645
Ribes_moupinense,0.017327645
Ribes_komarovii,0.017327645
Ribes_fasciculatum_var._chinense,0.026886157
Ribes_hirtellum,0.250183261
Ribes_rotundifolium,0.250183261
Ribes_burejense,0.151311032
Ribes_cynosbati,0.084567259
Ribes_glandulosum,0.069027339
Ribes_glaciale,0.472014556
Ribes_tenue,0.472014556
Ribes_diacanthum,0.320525362
Ribes_maximowiczianum,0.195427521
Ribes_rubrum,0.11113639
Ribes_fasciculatum,0.071994331
Ribes_mandshuricum,0.067222321
Ribes_triste,0.067222321
Itea_ilicifolia,0.03092365
Itea_chinensis,0.03092365
Itea_virginica,0.017679779
Daphniphyllum_oldhamii,0.022448638
Daphniphyllum_macropodum,0.022448638
Cercidiphyllum_japonicum,0.012658682
Liquidambar_formosana,0.030921119
Liquidambar_acalycina,0.030921119
Liquidambar_styraciflua,0.018436759
Distylium_chinense,0.033322564
Distylium_myricoides,0.033322564
Sycopsis_sinensis,0.023682673
Hamamelis_mollis,0.018761426
Hamamelis_virginiana,0.018761426
Fortunearia_sinensis,0.017476546
Sinowilsonia_henryi,0.017476546
Corylopsis_glandulifera,0.084744044
Corylopsis_sinensis,0.084744044
Corylopsis_sinensis_var._calvescens,0.045729055
Corylopsis_multiflora,0.023984245
Loropetalum_chinense,0.013387905
Paeonia_lactiflora,0.016289806
Paeonia_obovata,0.016289806
Eucommia_ulmoides,0.011359875
Hosiea_sinensis,0.011359875
Brachybotrys_paridiformis,0.07236843
Trigonotis_peduncularis,0.07236843
Myosotis_scorpioides,0.115840924
Myosotis_laxa,0.115840924
Myosotis_sylvatica,0.064551817
Bothriospermum_secundum,0.057753989
Cynoglossum_lanceolatum,0.129013474
Cynoglossum_divaricatum,0.129013474
Cynoglossum_coeruleum,0.099007413
Bothriospermum_kusnezowii,0.140774635
Bothriospermum_chinense,0.140774635
Bothriospermum_tenellum,0.09602582
Lappula_myosotis,0.080432003
Lappula_redowskii,0.080432003
Mertensia_davurica,0.035967572
Cynoglossum_virginianum,0.027925589
Buglossoides_arvensis,0.051133975
Aegonychon_zollingeri,0.051133975
Lithospermum_parviflorum,0.032610715
Lithospermum_erythrorhizon,0.032610715
Hydrophyllum_canadense,0.035509173
Hydrophyllum_virginianum,0.035509173
Heliotropium_amplexicaule,0.018545006
Ehretia_macrophylla,0.024086713
Ehretia_acuminata,0.024086713
Clinopodium_chinense,0.104285198
Clinopodium_chinense_var._parviflorum,0.104285198
Clinopodium_vulgare,0.207017504
Clinopodium_polycephalum,0.299382491
Clinopodium_gracile,0.596609106
Clinopodium_megalanthum,0.596609106
Monarda_punctata,0.394121916
Monarda_clinopodia,0.394121916
Monarda_didyma,0.394121916
Pycnanthemum_incanum,0.603568244
Pycnanthemum_tenuifolium,0.603568244
Pycnanthemum_montanum,0.410599216
Mentha_arvensis,0.205421013
Mentha_canadensis,0.205421013
Mentha_spicata,0.136451015
Thymus_mongolicus,0.211346824
Thymus_pulegioides,0.211346824
Thymus_serpyllum,0.123715672
Origanum_vulgare,0.097280886
Prunella_asiatica,0.199704922
Prunella_vulgaris,0.199704922
Prunella_grandiflora,0.111195908
Dracocephalum_moldavica,0.091798749
Dracocephalum_argunense,0.091798749
Dracocephalum_rupestre,0.091798749
Schizonepeta_tenuifolia,0.078546998
Agastache_rugosa,0.070392154
Meehania_urticifolia,0.217449821
Meehania_henryi,0.434362116
Meehania_fargesii,0.434362116
Heterolamium_debile,0.217449821
Glechoma_hederacea,0.213775587
Glechoma_longituba,0.213775587
Nepeta_stewartiana,0.07411601
Nepeta_cataria,0.07411601
Lycopus_uniflorus,0.145658097
Lycopus_americanus,0.145658097
Lycopus_lucidus_var._hirtus,0.145658097
Lycopus_virginicus,0.145658097
Lycopus_lucidus_var._maackianus,0.145658097
Lycopus_rubellus,0.145658097
Lycopus_lucidus,0.083376127
Melissa_axillaris,0.045038053
Salvia_chinensis,0.344053954
Salvia_liguliloba,0.344053954
Salvia_prionitis,0.204303041
Salvia_bowleyana,0.112807453
Salvia_maximowicziana,0.099864369
Salvia_plebeia,0.099864369
Salvia_lyrata,0.044737917
Elsholtzia_blanda,0.127376384
Elsholtzia_ciliata,0.127376384
Elsholtzia_stauntonii,0.068059242
Elsholtzia_densa,0.056877825
Elsholtzia_cypriani,0.051972346
Elsholtzia_splendens,0.051972346
Elsholtzia_argyi,0.051972346
Elsholtzia_stachyodes,0.051972346
Mosla_dianthera,0.268763052
Mosla_chinensis,0.268763052
Mosla_scabra,0.268763052
Perilla_frutescens,0.13985786
Collinsonia_canadensis,0.072897747
Hanceola_exserta,0.059005761
Hyptis_mutabilis,0.059005761
Plectranthus_excelsus,0.082184063
Plectranthus_grandicalyx,0.082184063
Ocimum_x_africanum,0.093286382
Ocimum_basilicum,0.093286382
Isodon_macrocalyx,0.096748135
Isodon_racemosus,0.096748135
Isodon_nervosus,0.331205249
Isodon_longitubus,0.331205249
Isodon_inflexus,0.23301666
Isodon_amethystoides,0.153140523
Isodon_serra,0.096748135
Ajuga_decumbens,0.131841083
Ajuga_reptans,0.131841083
Ajuga_lupulina,0.082051084
Ajuga_nipponensis,0.082051084
Clerodendrum_mandarinorum,0.070570996
Clerodendrum_kaichianum,0.070570996
Clerodendrum_luteopunctatum,0.070570996
Clerodendrum_bungei,0.14055188
Clerodendrum_cyrtophyllum,0.14055188
Clerodendrum_fragrans,0.122680223
Clerodendrum_trichotomum,0.097971892
Caryopteris_incana,0.061883175
Caryopteris_divaricata,0.061883175
Trichostema_dichotomum,0.05564054
Trichostema_setaceum,0.05564054
Rubiteucris_palmata,0.039335026
Teucrium_viscidum,0.039335026
Schnabelia_terniflora,0.039335026
Amethystea_caerulea,0.039335026
Scutellaria_lateriflora,0.055922913
Scutellaria_indica,0.055922913
Scutellaria_scordifolia,0.055922913
Scutellaria_galericulata,0.055922913
Scutellaria_multiglandulosa,0.055922913
Scutellaria_elliptica,0.055922913
Scutellaria_racemosa,0.055922913
Scutellaria_pekinensis,0.055922913
Scutellaria_laeteviolacea,0.055922913
Scutellaria_regeliana,0.055922913
Scutellaria_dependens,0.055922913
Scutellaria_incisa,0.055922913
Scutellaria_moniliorhiza,0.055922913
Scutellaria_tuminensis,0.055922913
Scutellaria_incana,0.055922913
Scutellaria_baicalensis,0.055922913
Scutellaria_barbata,0.055922913
Lamium_amplexicaule,0.093849214
Lamium_barbatum,0.093849214
Leonurus_japonicus,0.152189648
Leonurus_sibiricus,0.243318145
Lagopsis_supina,0.243318145
Leonurus_macranthus,0.101584801
Leonurus_cardiaca,0.101584801
Phlomoides_koraiensis,0.162350807
Phlomoides_maximowiczii,0.162350807
Phlomoides_umbrosa,0.162350807
Phlomis_umbrosa,0.126175569
Phlomis_jeholensis,0.0873244
Matsumurella_chinensis,0.067613127
Stachys_floridana,0.067597359
Stachys_latidens,0.067597359
Stachys_baicalensis,0.067597359
Stachys_tenuifolia,0.067597359
Stachys_riederi_var._japonica,0.067597359
Stachys_chinensis,0.067597359
Stachys_affinis,0.067597359
Physostegia_virginiana,0.060055022
Galeopsis_bifida,0.09603802
Galeopsis_tetrahit,0.09603802
Pogostemon_yatabeanus,0.042723337
Premna_microphylla,0.032229932
Callicarpa_bodinieri,0.050902583
Callicarpa_peii,0.050902583
Callicarpa_japonica_var._angustata,0.050902583
Callicarpa_dichotoma,0.146238146
Callicarpa_americana,0.146238146
Callicarpa_japonica,0.151451196
Callicarpa_rubella,0.270076542
Callicarpa_giraldii,0.270076542
Vitex_negundo_var._cannabifolia,0.044304984
Vitex_negundo,0.044304984
Pedicularis_canadensis,0.049240999
Pedicularis_sceptrum-carolinum,0.049240999
Pedicularis_mandshurica,0.049240999
Pedicularis_resupinata,0.096038129
Pedicularis_striata,0.096038129
Pedicularis_spicata,0.100453911
Pedicularis_verticillata,0.100453911
Pedicularis_tatarinowii,0.09022389
Pedicularis_nasturtiifolia,0.072340945
Pedicularis_davidii,0.103953426
Pedicularis_chinensis,0.103953426
Pedicularis_henryi,0.084150943
Pedicularis_artselaeri,0.07629524
Pedicularis_grandiflora,0.07629524
Agalinis_filifolia,0.076308844
Agalinis_tenuifolia,0.101720382
Agalinis_plukenetii,0.152523014
Agalinis_setacea,0.152523014
Agalinis_paupercula,0.407442333
Agalinis_purpurea,0.407442333
Agalinis_fasciculata,0.203921862
Seymeria_pectinata,0.10652453
Aureolaria_pectinata,0.212868855
Aureolaria_pedicularia,0.212868855
Aureolaria_flava,0.212868855
Aureolaria_laevigata,0.212868855
Aureolaria_virginica,0.212868855
Seymeria_cassioides,0.082003756
Phtheirospermum_japonicum,0.035168986
Euphrasia_maximowiczii,0.07019921
Euphrasia_pectinata,0.07019921
Melampyrum_lineare,0.038510508
Brandisia_hancei,0.031052524
Siphonostegia_laeta,0.057989888
Siphonostegia_chinensis,0.057989888
Orobanche_uniflora,0.029934312
Orobanche_caerulescens,0.029934312
Epifagus_virginiana,0.045264346
Conopholis_americana,0.045264346
Orobanche_coerulescens,0.044868261
Orobanche_pycnostachya,0.044868261
Mannagettaea_labiata,0.029934312
Aeginetia_indica,0.037160053
Buchnera_floridana,0.065076939
Buchnera_americana,0.065076939
Rehmannia_henryi,0.097694357
Rehmannia_glutinosa,0.097694357
Rehmannia_chingii,0.051148416
Paulownia_tomentosa,0.049092829
Paulownia_fortunei,0.049092829
Paulownia_kawakamii,0.049092829
Erythranthe_microphylla,0.04150359
Erythranthe_nepalensis,0.04150359
Phryma_leptostachya,0.032334379
Mimulus_ringens,0.027767294
Mazus_stachydifolius,0.039403111
Mazus_miquelii,0.039403111
Mazus_pulchellus,0.039403111
Mazus_caducifer,0.039403111
Mazus_gracilis,0.078775449
Mazus_pumilus,0.078775449
Bignonia_capreolata,0.032178366
Catalpa_fargesii,0.061714066
Catalpa_ovata,0.118558411
Catalpa_bignonioides,0.118558411
Campsis_radicans,0.056657144
Campsis_grandiflora,0.056657144
Dolichandra_unguis-cati,0.056657144
Incarvillea_sinensis,0.028336492
Sesamum_indicum,0.021357473
Ruellia_capitata,0.054910021
Ruellia_caroliniensis,0.054910021
Strobilanthes_forrestii,0.07323771
Strobilanthes_lamium,0.07323771
Strobilanthes_tubiflos,0.07323771
Dyschoriste_oblongifolia,0.052593573
Hygrophila_salicifolia,0.052593573
Aphelandra_terryae,0.028041048
Justicia_quadrifaria,0.082173731
Justicia_procumbens,0.082173731
Peristrophe_japonica,0.0514646
Asystasiella_neesiana,0.033538261
Utricularia_floridana,0.026531962
Utricularia_radiata,0.026531962
Utricularia_bifida,0.026531962
Utricularia_cornuta,0.026531962
Utricularia_geminiscapa,0.086182987
Utricularia_vulgaris,0.142360486
Utricularia_australis,0.142360486
Utricularia_aurea,0.072580614
Utricularia_inflata,0.072580614
Utricularia_gibba,0.048000776
Utricularia_resupinata,0.040054859
Utricularia_olivacea,0.035464692
Utricularia_purpurea,0.037321515
Utricularia_subulata,0.037321515
Lantana_camara,0.052849224
Phyla_nodiflora,0.052849224
Verbena_brasiliensis,0.056008679
Verbena_scabra,0.056008679
Verbena_officinalis_subsp._halei,0.282429502
Verbena_carnea,0.282429502
Verbena_urticifolia,0.294693591
Verbena_officinalis,0.294693591
Verbena_hastata,0.099909298
Verbena_rigida,0.056008679
Trapella_sinensis,0.020286069
Lindernia_crustacea,0.038083837
Lindernia_antipoda,0.038083837
Lindernia_nummulariifolia,0.038083837
Lindernia_micrantha,0.038083837
Lindernia_setulosa,0.038083837
Lindernia_dubia,0.038083837
Lindernia_ruellioides,0.038083837
Lindernia_procumbens,0.038083837
Lindernia_jiuhuanica,0.038083837
Vandellia_anagallis,0.038083837
Scrophularia_montana,0.054973645
Scrophularia_modesta,0.054973645
Scrophularia_moellendorffii,0.054973645
Scrophularia_ningpoensis,0.099965818
Scrophularia_buergeriana,0.099965818
Verbascum_thapsus,0.033060292
Buddleja_albiflora,0.041225549
Buddleja_lindleyana,0.114186645
Buddleja_davidii,0.114186645
Buddleja_officinalis,0.06789783
Hippuris_vulgaris,0.023693099
Veronica_peregrina,0.093263526
Veronica_undulata,0.093263526
Veronica_serpyllifolia,0.067884471
Veronica_linariifolia,0.097069463
Veronica_longifolia,0.097069463
Veronica_persica,0.110251148
Veronica_polita,0.110251148
Veronica_arvensis,0.057018584
Veronica_stelleri,0.12603863
Veronica_officinalis,0.12603863
Veronica_henryi,0.084057723
Veronica_scutellata,0.056488636
Veronica_rockii,0.042273506
Veronica_chinoalpina,0.042273506
Veronica_anagallis-aquatica,0.042273506
Veronicastrum_stenostachyum,0.105397615
Veronicastrum_axillare,0.105397615
Veronicastrum_villosulum,0.056437506
Veronicastrum_caulopterum,0.056437506
Veronicastrum_tubiflorum,0.056437506
Plantago_hostifolia,0.039927049
Plantago_depressa,0.039927049
Plantago_virginica,0.108951523
Plantago_asiatica,0.163169097
Plantago_major,0.163169097
Plantago_rugelii,0.067885386
Plantago_lanceolata,0.05303772
Plantago_aristata,0.05303772
Digitalis_purpurea,0.045985182
Digitalis_sp.,0.045985182
Nuttallanthus_canadensis,0.040510448
Linaria_floridana,0.040510448
Linaria_canadensis,0.046263724
Linaria_vulgaris,0.046263724
Penstemon_pallidus,0.055263079
Penstemon_multiflorus,0.105466426
Penstemon_smallii,0.105466426
Chelone_glabra,0.032280246
Gratiola_aurea,0.038812513
Gratiola_hispida,0.038812513
Limnophila_sessiliflora,0.026542666
Scoparia_dulcis,0.021933767
Callitriche_verna,0.023238815
Callitriche_heterophylla,0.023238815
Callitriche_palustris,0.023238815
Chirita_eburnea,0.051652889
Chirita_dimidiata,0.051652889
Petrocodon_dealbatus,0.061027637
Hemiboea_henryi,0.092239563
Hemiboea_subcapitata,0.092239563
Lysionotus_pauciflorus,0.07526422
Oreocharis_auricula,0.04018069
Paraboea_sinensis,0.046051145
Dorcoceras_hygrometricum,0.046051145
Dorcoceras_clarkeanum,0.038333363
Corallodiscus_lanuginosus,0.021164845
Polypremum_procumbens,0.013437593
Salvia_umbratica,0.012175822
Salvia_urticifolia,0.012175822
Salvia_miltiorrhiza,0.012175822
Salvia_japonica,0.012175822
Salvia_azurea,0.012175822
Glecoma_hederacea,0.012175822
Osmanthus_cooperi,0.052201215
Osmanthus_matsumuranus,0.082118086
Chionanthus_virginicus,0.082118086
Chionanthus_retusus,0.06921325
Cartrema_americana,0.065264766
Osmanthus_armatus,0.093513684
Osmanthus_fragrans,0.093513684
Fraxinus_mandshurica,0.064152413
Fraxinus_insularis,0.064152413
Fraxinus_bungeana,0.064152413
Fraxinus_retusa,0.064152413
Fraxinus_griffithii,0.064152413
Fraxinus_platypoda,0.064152413
Fraxinus_longicuspis,0.064152413
Fraxinus_biltmoreana,0.064152413
Fraxinus_chinensis,0.064152413
Fraxinus_americana,0.064152413
Fraxinus_chinensis_subsp._rhynchophylla,0.117978127
Fraxinus_sieboldiana,0.117978127
Fraxinus_nigra,0.104271907
Fraxinus_pennsylvanica,0.148583579
Fraxinus_americana_var._biltmoreana,0.148583579
Syringa_pubescens_subsp._patula,0.469808549
Syringa_pubescens_subsp._microphylla,0.469808549
Syringa_pubescens,0.27223298
Syringa_wolfii,0.296602942
Syringa_villosa,0.296602942
Syringa_vulgaris,0.122236673
Syringa_reticulata_subsp._pekinensis,0.139123265
Syringa_reticulata,0.139123265
Ligustrum_lucidum,0.244710232
Ligustrum_sinense,0.448618709
Ligustrum_quihoui,0.448618709
Ligustrum_obtusifolium,0.296020771
Ligustrum_vulgare,0.296020771
Ligustrum_leucanthum,0.102218465
Ligustrum_longitubum,0.102218465
Jasminum_sinense,0.02710574
Fontanesia_phillyreoides,0.022833648
Forsythia_suspensa,0.032898631
Forsythia_viridissima,0.032898631
Paederia_scandens_var._tomentosa,0.077668623
Paederia_cavaleriei,0.147827306
Paederia_foetida,0.147827306
Serissa_japonica,0.094885108
Leptodermis_potanini,0.094885108
Galium_lanceolatum,0.100000825
Galium_davuricum,0.100000825
Galium_asprellum,0.100000825
Galium_dahuricum,0.100000825
Galium_linearifolium,0.100000825
Galium_bungei,0.100000825
Galium_maximowiczii,0.100000825
Galium_japonicum,0.100000825
Galium_paradoxum,0.100000825
Galium_spurium,0.100000825
Galium_trachyspermum,0.100000825
Galium_hispidulum,0.100000825
Galium_spurium_var._echinospermum,0.100000825
Galium_kamtschaticum,0.250555086
Galium_pilosum,0.671138878
Galium_circaezans,1.308540352
Galium_latifolium,1.308540352
Galium_boreale,0.425449694
Galium_obtusum,0.529773657
Galium_tinctorium,0.529773657
Galium_palustre,0.333159296
Galium_trifidum,0.206162855
Galium_triflorum,0.182887789
Galium_verum,0.410067879
Galium_mollugo,0.410067879
Galium_aparine,0.256822139
Rubia_chinensis,0.117027858
Rubia_sylvatica,0.427630878
Rubia_alata,0.427630878
Rubia_cordifolia,0.306551395
Rubia_argyi,0.195998323
Theligonum_macranthum,0.057597115
Oldenlandia_uniflora,0.07327873
Oldenlandia_corymbosa,0.07327873
Oldenlandia_diffusa,0.112142224
Oldenlandia_tenelliflora,0.112142224
Neanotis_hirsuta,0.078801377
Houstonia_tenuifolia,0.105070668
Houstonia_caerulea,0.105070668
Houstonia_purpurea,0.105070668
Houstonia_procumbens,0.105070668
Houstonia_serpyllifolia,0.105070668
Spermacoce_pusilla,0.127151675
Spermacoce_prostrata,0.127151675
Richardia_brasiliensis,0.185001534
Richardia_scabra,0.185001534
Diodia_teres,0.082382887
Exallage_chrysotricha,0.045545263
Mitchella_repens,0.053373837
Damnacanthus_indicus,0.053373837
Lasianthus_lancifolius,0.047443296
Lasianthus_japonicus,0.047443296
Ophiorrhiza_japonica,0.022001284
Coptosapelta_diffusa,0.017953747
Tarenna_mollissima,0.094125037
Gardenia_jasminoides,0.094125037
Diplospora_dubia,0.068389164
Canthium_gynochthodes,0.045113328
Mussaenda_shikokiana,0.0343154
Emmenopterys_henryi,0.028452362
Pertusadina_metcalfii,0.223324572
Adina_pilulifera,0.223324572
Adina_rubella,0.146703688
Sinoadina_racemosa,0.095570723
Uncaria_sinensis,0.09403679
Uncaria_rhynchophylla,0.09403679
Cephalanthus_occidentalis,0.037409303
Vincetoxicum_pycnostelma,0.238827192
Vincetoxicum_atratum,0.396418446
Vincetoxicum_stauntonii,0.396418446
Vincetoxicum_mongolicum,0.21236369
Vincetoxicum_inamoenum,0.424132016
Vincetoxicum_acuminatum,0.424132016
Asclepias_syriaca,1.146635751
Asclepias_tuberosa,1.146635751
Asclepias_amplexicaulis,0.690670185
Asclepias_exaltata,0.43082777
Asclepias_quadrifolia,0.354948604
Asclepias_variegata,0.354948604
Asclepias_tomentosa,0.279629267
Asclepias_humistrata,0.196424016
Asclepias_incarnata_subsp._pulchra,0.443083375
Asclepias_verticillata,0.443083375
Asclepias_incarnata,0.236914829
Cynanchum_mooreanum,0.082458322
Cynanchum_wilfordii,0.386623096
Cynanchum_bungei,0.386623096
Cynanchum_auriculatum,0.22542904
Cynanchum_chinense,0.127889121
Cynanchum_thesioides,0.175722869
Metaplexis_japonica,0.301414406
Metaplexis_hemsleyana,0.301414406
Matelea_decipiens,0.086095716
Matelea_pubiflora,0.086095716
Periploca_sepium,0.03625254
Trachelospermum_jasminoides,0.153995955
Trachelospermum_axillare,0.290095892
Trachelospermum_bodinieri,0.290095892
Trachelospermum_asiaticum,0.082057476
Apocynum_androsaemifolium,0.068588281
Apocynum_cannabinum,0.068588281
Vinca_minor,0.028010496
Amsonia_tabernaemontana,0.047841638
Amsonia_ciliata,0.047841638
Swertia_pseudochinensis,0.084189649
Swertia_erythrosticta,0.084189649
Swertia_cincta,0.084189649
Swertia_chinensis,0.084189649
Swertia_punicea,0.084189649
Swertia_hickinii,0.084189649
Swertia_kouitchensis,0.084189649
Swertia_veratroides,0.084189649
Swertia_bimaculata,0.117703607
Swertia_macrosperma,0.117703607
Lomatogonium_carinthiacum,0.085690154
Lomatogonium_rotatum,0.085690154
Gentiana_quinquefolia,0.066615227
Halenia_elliptica,0.083887628
Halenia_corniculata,0.083887628
Gentianopsis_crinita,0.078440765
Pterygocalyx_volubilis,0.078440765
Gentiana_saponaria,0.064481391
Gentiana_zollingeri,0.064481391
Gentiana_jamesii,0.064481391
Gentiana_manshurica,0.064481391
Gentiana_pseudoaquatica,0.064481391
Gentiana_squarrosa,0.064481391
Gentiana_algida,0.064481391
Gentiana_veitchiorum,0.064481391
Gentiana_davidii,0.064481391
Gentiana_decora,0.064481391
Gentiana_triflora,0.064481391
Gentiana_clausa,0.064481391
Gentiana_linearis,0.064481391
Gentiana_uchiyamae,0.064481391
Gentiana_yokusai,0.064481391
Gentiana_rubicunda,0.064481391
Gentiana_macrophylla,0.189773961
Gentiana_straminea,0.189773961
Gentiana_scabra,0.10685663
Tripterospermum_cordatum,0.087023391
Tripterospermum_chinense,0.087023391
Tripterospermum_volubile,0.087023391
Metagentiana_rhodantha,0.0373337
Bartonia_virginica,0.0373337
Sabatia_angularis,0.053953422
Sabatia_grandiflora,0.053953422
Lisianthus_martii,0.022476175
Spigelia_marilandica,0.02256703
Gardneria_multiflora,0.02256703
Gelsemium_sempervirens,0.016764439
Lycium_barbarum,0.051662797
Lycium_chinense,0.051662797
Physaliastrum_japonicum,0.099766579
Physaliastrum_heterophyllum,0.099766579
Tubocapsicum_anomalum,0.084194691
Physalis_sp.,0.084071955
Physalis_angulata,0.084071955
Physalis_alkekengi_var._franchetii,0.084071955
Physalis_virginiana,0.136271775
Physalis_heterophylla,0.136271775
Physalis_arenicola,0.136271775
Physalis_alkekengi,0.103035503
Capsicum_annuum,0.089073017
Capsicum_frutescens,0.089073017
Solanum_lyratum,0.111842188
Solanum_dulcamara,0.111842188
Solanum_americanum,0.12258295
Solanum_chenopodioides,0.12258295
Solanum_lycopersicum,0.07371202
Solanum_viarum,0.086991732
Solanum_virginianum,0.111496111
Solanum_carolinense,0.111496111
Solanum_pittosporifolium,0.054087938
Solanum_tuberosum,0.054087938
Solanum_septemlobum,0.054087938
Solanum_macaonense,0.054087938
Datura_stramonium,0.035597178
Nicotiana_tabacum,0.018302692
Cuscuta_japonica,0.02052016
Cuscuta_australis,0.063195565
Cuscuta_pentagona,0.063195565
Cuscuta_gronovii,0.065214877
Cuscuta_compacta,0.083088677
Cuscuta_rostrata,0.083088677
Cuscuta_chinensis,0.049392299
Cuscuta_europaea,0.026481443
Calystegia_hederacea,0.138990205
Calystegia_sericata,0.138990205
Calystegia_sepium,0.082500047
Convolvulus_catesbeiana_subsp._sericata,0.057211425
Convolvulus_arvensis,0.057211425
Ipomoea_triloba,0.05551714
Ipomoea_pandurata,0.05551714
Ipomoea_aquatica,0.076257285
Ipomoea_cordatotriloba,0.152126196
Ipomoea_batatas,0.152126196
Ipomoea_purpurea,0.126028863
Ipomoea_quamoclit,0.172023148
Ipomoea_hederifolia,0.172023148
Merremia_sibirica,0.027692908
Jacquemontia_tamnifolia,0.025643846
Dichondra_micrantha,0.045894182
Dichondra_repens,0.045894182
Dichondra_carolinensis,0.045894182
Stylisma_patens,0.045852146
Stylisma_abdita,0.045852146
Stylisma_humistrata,0.045852146
Evolvulus_alsinoides,0.02976322
Nymphoides_aquatica,0.030257828
Nymphoides_peltata,0.030257828
Menyanthes_trifoliata,0.016768869
Youngia_heterophylla,0.275876058
Youngia_japonica,0.275876058
Youngia_erythrocarpa,0.177389496
Youngia_tenuifolia,0.152959724
Crepidiastrum_sonchifolium,0.139147986
Lapsanastrum_apogonoides,0.173322378
Lapsanastrum_humile,0.173322378
Ixeris_debilis,0.394570459
Ixeris_chinensis,0.394570459
Ixeris_japonica,0.365750857
Ixeris_polycephala,0.365750857
Ixeridium_dentatum,0.224548032
Ixeridium_gracile,0.224548032
Taraxacum_mongolicum,0.588857237
Taraxacum_coreanum,0.588857237
Taraxacum_sinicum,0.373600916
Taraxacum_erythrospermum,0.230192566
Taraxacum_officinale,0.151414166
Taraxacum_pseudoalpinum,0.094512217
Taraxacum_alatum,0.094512217
Taraxacum_antungense,0.094512217
Taraxacum_multilobum,0.094512217
Taraxacum_platypecidium,0.094512217
Nabalus_roanensis,0.796158922
Prenanthes_trifoliolata,0.796158922
Prenanthes_altissima,0.399062637
Nabalus_trifoliolatus,0.224179078
Nabalus_tatarinowii,0.151466381
Prenanthes_macrophylla,0.115799148
Prenanthes_sp.,0.115799148
Picris_japonica,0.130075144
Leontodon_autumnalis,0.130075144
Hypochaeris_chillensis,0.153804575
Hypochaeris_ciliata,0.153804575
Hypochaeris_radicata,0.129912438
Sonchus_arvensis,0.10943973
Sonchus_brachyotus,0.10943973
Sonchus_wightianus,0.10943973
Sonchus_oleraceus,0.213484868
Sonchus_asper,0.213484868
Lactuca_hirsuta,1.259222533
Lactuca_graminifolia,1.259222533
Lactuca_canadensis,0.702372169
Lactuca_biennis,0.372965905
Lactuca_tatarica,0.37811263
Lactuca_sibirica,0.37811263
Lactuca_sativa,0.270383376
Lactuca_formosana,0.367842683
Lactuca_indica,0.367842683
Lactuca_raddeana,0.166451947
Lactuca_sp.,0.166451947
Lactuca_triangulata,0.166451947
Pterocypsela_elata,0.135466979
Stenoseris_graciliflora,0.098722058
Paraprenanthes_pilipes,0.152252075
Paraprenanthes_sororia,0.152252075
Pyrrhopappus_carolinianus,0.118118535
Lygodesmia_aphylla,0.118118535
Krigia_montana,0.263472769
Krigia_virginica,0.263472769
Krigia_biflora,0.154793267
Cichorium_intybus,0.068795047
Hieracium_piloselloides,0.129093018
Hieracium_sp.,0.129093018
Hieracium_hoppeanum,0.129093018
Hieracium_paniculatum,0.430615266
Hieracium_megacephalon,2.059529364
Hieracium_gronovii,2.059529364
Hieracium_venosum,1.300148944
Hieracium_scabrum,0.776401558
Hieracium_umbellatum,0.458884291
Hieracium_virosum,0.458884291
Pilosella_caespitosa,0.155942201
Hieracium_aurantiacum,0.155942201
Tragopogon_pratensis,0.050096936
Scorzonera_brovicaulis,0.069229622
Scorzonera_austriaca,0.069229622
Takhtajaniantha_pusilla,0.069229622
Lessingianthus_adenophyllus,0.078494356
Elephantopus_tomentosus,0.139489308
Elephantopus_carolinianus,0.266167186
Elephantopus_elatus,0.266167186
Vernonia_natalensis,0.070159477
Vernonia_angustifolia,0.070159477
Cyanthillium_cinereum,0.046199911
Inula_linariifolia,0.112618535
Inula_britannica,0.209850574
Inula_japonica,0.209850574
Carpesium_triste,0.638656801
Carpesium_macrocephalum,0.638656801
Carpesium_cernuum,0.342558505
Carpesium_divaricatum,0.200772905
Carpesium_abrotanoides,0.116577487
Blumea_formosana,0.056853725
Pterocaulon_pycnostachyum,0.059688879
Pluchea_camphorata,0.107867577
Pluchea_baccharis,0.107867577
Garberia_heterophylla,0.298008315
Trilisa_odoratissima,1.290069961
Carphephorus_paniculatus,1.290069961
Carphephorus_corymbosus,0.696526518
Liatris_squarrosa,0.859647858
Liatris_pauciflora,5.675880202
Liatris_tenuifolia,5.675880202
Liatris_spicata,3.127254999
Liatris_gracilis,1.648675471
Eupatorium_perfoliatum,0.617826237
Eupatorium_leptophyllum,2.872475648
Eupatorium_compositifolium,2.872475648
Eupatorium_capillifolium,1.440933573
Eupatorium_album,0.722291263
Eupatorium_rotundifolium_var._rotundifolium,0.519232867
Eupatorium_cannabinum,0.560838296
Eupatorium_fortunei,2.006083879
Eupatorium_chinense,2.006083879
Eupatorium_japonicum,1.231425052
Eupatorium_lindleyanum,0.873830596
Eupatorium_fistulosum,0.295114215
Eupatorium_mohrii,0.295114215
Eutrochium_fistulosum,0.628530348
Eupatorium_purpureum,0.628530348
Eupatorium_maculatum,0.338911461
Ageratum_conyzoides,0.176650753
Adenostemma_lavenia,0.176650753
Mikania_scandens,0.113466754
Eupatorium_rugosum,0.158559024
Eupatorium_aromaticum,0.158559024
